Train loss,Train loss KL,Train loss control hard,Train loss habitual hard,Accuracy
2.4462056159973145,0.0006283926777541637,2.30167293548584,0.14390410482883453,0.9571999907493591
2.446481466293335,0.0004017630126327276,2.302177906036377,0.14390183985233307,
2.4463982582092285,0.00027134036645293236,2.302311658859253,0.14381524920463562,
2.4460692405700684,0.00016398588195443153,2.3021039962768555,0.14380121231079102,
2.4435982704162598,8.218735456466675e-05,2.2996859550476074,0.14382998645305634,
2.4459056854248047,5.263066850602627e-05,2.301924467086792,0.14392854273319244,
2.4455196857452393,5.401531234383583e-05,2.3015899658203125,0.14387550950050354,
2.444343090057373,9.797420352697372e-05,2.300370931625366,0.1438741832971573,
2.443693161010742,0.00014291866682469845,2.2996933460235596,0.14385689795017242,
2.4395127296447754,0.00019546505063772202,2.295625925064087,0.1436913013458252,
2.4386019706726074,0.00019864318892359734,2.2947885990142822,0.1436147391796112,
2.4385569095611572,0.00022667599841952324,2.294682264328003,0.14364798367023468,
2.439236879348755,0.0002442772965878248,2.295379638671875,0.14361295104026794,
2.4390358924865723,0.00019997404888272285,2.295234203338623,0.14360161125659943,
2.4376418590545654,0.0002314453013241291,2.2937915325164795,0.14361877739429474,
2.429638624191284,0.00023574242368340492,2.2861130237579346,0.14328990876674652,
2.4348535537719727,0.0002054546494036913,2.291226387023926,0.14342175424098969,
2.429532289505005,0.00021336344070732594,2.2860593795776367,0.14325957000255585,
2.4276304244995117,0.00026168511249125004,2.2841451168060303,0.14322353899478912,
2.415186643600464,0.00031980383209884167,2.2722930908203125,0.14257390797138214,
2.409008502960205,0.0004904125817120075,2.2662882804870605,0.1422298550605774,
2.4069533348083496,0.0005039474926888943,2.263986349105835,0.1424628645181656,
2.4128005504608154,0.0005090793129056692,2.269571542739868,0.14271999895572662,
2.409205436706543,0.0006368153262883425,2.266170024871826,0.14239853620529175,
2.40716814994812,0.0006862792652100325,2.2641232013702393,0.14235886931419373,
2.371882438659668,0.0010450812987983227,2.230059862136841,0.14077769219875336,
2.390098810195923,0.0010950565338134766,2.247260332107544,0.141743466258049,
2.3487818241119385,0.0013857183512300253,2.2075321674346924,0.13986404240131378,
2.3584060668945312,0.0015572728589177132,2.2168262004852295,0.14002250134944916,
2.356229543685913,0.0020249104127287865,2.2138514518737793,0.14035315811634064,
2.371549367904663,0.0022632430773228407,2.2283647060394287,0.14092136919498444,
2.3452706336975098,0.00277534918859601,2.2027595043182373,0.13973580300807953,
2.291501998901367,0.0038307555951178074,2.150334596633911,0.13733670115470886,
